gene_name	chro	tsne1	tsne2	fst-general	fst-2l	fst-2r	fst-east-central_	fst-east_west	fst-east-west_ctral	fst-m_s	fst-sex	fst-west-central	snp	chro2	chro3	non	syn	snp2	aom	bfm	bfs	cms	gas	gns	gwa	kes	ugs	fst_avr	tsne_p50_1	tsne_p50_2	gene_start	gene_end	nature	nature2	inv2r	inv2r2
AGAP001382	2R	-1.123640035	0.519239981	0.024508172	0.002410614	0.007581992	0.008620198	0.009873115	0.008229923	0.019303484	0.001533591	0.004192369	71	2Rj	2Rj	18	61	79	0.056442437	0.006290646	0.001599287	0.003790168	0.012612466	-0.001349167	0.004634431	0.067473987	0.00178633	0.017031176	9.909076472	21.49044552	4067052	4078477	1	geo	j	j
AGAP001384	2R	-0.686762031	2.186384688	0.034752043	0.005430683	0.003471419	0.003365107	0.022559065	0.005301905	0.022825615	0.001981492	0.023712066	146	2Rj	2Rj	4	158	162	0.036087537	0.05044355	0.010837869	0.005206723	0.00840569	0.003307189	0.076531332	0.015536469	0.002252921	0.023178809	-10.66676412	28.86439544	4098311	4099372	1	geo	j	j
AGAP001386	2R	4.053858937	7.133988033	0.065717341	0.007779642	0.009207982	0.017099402	0.021372769	0.015529971	0.053124363	0.004361541	0.012898048	2617	2Rj	2Rj	1533	1601	3134	0.150646999	0.023828823	0.008731907	0.007083783	0.053734776	0.005835009	0.042133288	0.091332031	0.006303635	0.04329225	-102.8574068	15.75874002	4103440	4111571	1	geo	j	j
AGAP001387	2R	-0.381321631	1.091197223	0.03916356	0.003087653	0.002678056	0.005468211	0.000501554	0.003190056	0.049680841	0.004133485	0.001244434	129	2Rj	2Rj	72	79	151	0.180270737	-0.000956047	1.94E-05	0.005017703	0.007813481	0.001840527	0.002187046	0.002829533	0.002709404	0.022414637	13.8298108	-34.47098487	4116621	4117855	1	geo	j	j
AGAP001388	2R	-1.911194236	4.512749665	0.044646828	0.001931773	-0.000515738	0.02581116	0.033954616	0.027690815	0.040802103	0.001436597	0.003637235	241	2Rj	2Rj	119	160	279	0.102570595	0.013005354	0.000224094	0.003706397	0.024116621	0.00671931	0.023045348	0.095676099	0.007789782	0.030761511	-23.58940701	-42.04110584	4120810	4122586	1	geo	j	j
AGAP001389	2R	3.338440549	-1.589357983	0.06036505	0.005223051	0.010000859	0.017023967	0.02206437	0.016748236	0.039482906	0.002860963	0.008329695	327	2Rj	2Rj	159	225	384	0.115403614	0.013180411	0.006994017	0.009609234	0.055771082	0.001335062	0.04679158	0.118570489	0.000649123	0.040922735	35.65679279	-37.06998056	4128479	4139224	1	geo	j	j
AGAP001390	2R	-3.710725075	3.022857487	0.04800255	0.007701299	0.010498322	0.011040184	0.007620903	0.008010829	0.023272485	-0.000644601	0.007131916	354	2Rj	2Rj	180	248	428	0.109522253	0.017984831	0.004658869	0.008145089	0.059492297	0.003947962	0.013703054	0.063933504	0.002943313	0.031592352	-87.79279159	72.03622524	4142242	4145605	1	geo	j	j
AGAP001391	2R	-4.440062631	3.189729638	0.053607717	0.010532871	0.008914828	0.017573164	0.018831823	0.014542882	0.033354072	0.002353376	0.014909346	433	2Rj	2Rj	156	364	520	0.090917296	0.026135765	0.00681823	0.007960017	0.057422312	0.002925885	0.037720137	0.098418889	0.001013008	0.036592393	-88.34226788	63.56472884	4146363	4149418	1	geo	j	j
AGAP001392	2R	-2.680845962	2.92557524	0.042907222	0.00354678	0.002271513	0.007367268	0.011914757	0.006486403	0.022029185	0.000751746	0.010922274	231	2Rj	2Rj	131	147	278	0.099669856	0.011473214	0.005510406	0.000936403	0.061157093	0.008671969	0.044454307	0.033749409	0.001536661	0.029684368	-98.23052746	71.51784425	4149629	4151307	1	geo	j	j
AGAP001393	2R	-2.472641387	1.811440551	0.068819216	0.004561282	0.009690122	0.01715158	0.010830926	0.013110858	0.034448568	0.00797096	0.008686571	117	2Rj	2Rj	24	112	136	0.091119311	0.023604493	0.005968229	0.021924954	0.052923289	0.010599295	0.061564366	0.147861326	9.19E-05	0.046184129	-29.31194835	22.4273548	4152300	4153102	1	geo	j	j
AGAP001394	2R	0.190799819	-0.43720995	0.049935289	0.007523631	0.004458842	0.009207293	0.004543181	0.005916552	0.05207275	0.001603782	0.005986327	74	2Rj	2Rj	5	78	83	0.199058714	0.008742705	-0.000112649	0.005232975	-0.000501987	0.006196596	0.010388389	0.03908876	0.001700741	0.029977138	26.54248659	-11.92609339	4153647	4168168	1	geo	j	j
AGAP001395	2R	2.622842064	1.490250933	0.059901235	0.002506727	0.010294478	0.006597857	0.016136555	0.008403968	0.070951056	0.002532153	0.007361547	213	2Rj	2Rj	68	196	264	0.118077684	0.034193065	0.004457512	0.014210424	0.056631825	0.008002098	0.031111824	0.081374025	0.0041935	0.039139106	-47.7075867	14.61761137	4177926	4179000	1	geo	j	j
AGAP001396	2R	-3.709965038	2.459305011	0.082209638	0.006297199	0.008839053	0.028940986	0.016255774	0.019604107	0.037609275	0.001196416	0.018814749	314	2Rj	2Rj	127	249	376	0.158339626	0.016003433	0.006964052	0.005362362	0.026438384	0.007632881	0.075922756	0.197344234	0.004433303	0.055382337	-28.7681464	18.32569261	4179318	4181072	1	geo	j	j
AGAP001397	2R	3.436166517	6.396193112	0.066529809	0.007531354	0.00548222	0.023361639	0.028844622	0.021694227	0.033969167	0.003067867	0.015853257	619	2Rj	2Rj	459	301	760	0.096815462	0.02763493	0.004731386	0.005379495	0.061728879	-0.000939148	0.063625559	0.152703475	0.002447042	0.04601412	39.76646005	-52.81786124	4181464	4183005	1	geo	j	j
AGAP001398	2R	-3.888780456	0.290004543	0.057086325	0.000701712	0.009065968	0.026166017	0.03346154	0.028277192	0.032019826	0.002616169	0.004196508	204	2Rj	2Rj	107	130	237	0.050660795	0.01693176	0.004086925	0.007740556	0.034445166	-0.002059679	0.076024728	0.168544146	0.004265194	0.040071066	-62.97294609	42.9891774	4183804	4184912	1	geo	j	j
AGAP001399	2R	-6.33358488	0.595217087	0.078619458	0.003476791	0.008937854	0.033780734	0.025345566	0.028931492	0.030513541	0.005122441	0.008287717	673	2Rj	2Rj	126	667	793	0.088256558	0.013328047	0.005857764	0.011121311	0.046167199	0.003083279	0.042670661	0.252932195	0.00593802	0.052150559	-74.14454991	31.43303405	4186475	4189953	1	geo	j	j
AGAP001400	2R	3.075793968	1.932100686	0.073134594	0.005468586	0.008525601	0.013571351	0.023071113	0.012361056	0.037744542	0.001993352	0.020350587	189	2Rj	2Rj	86	133	219	0.106231107	0.042200538	0.007830136	0.011764281	0.044267561	0.006142613	0.126323005	0.09617245	0.004864424	0.049532902	-57.10055792	-12.01986735	4190440	4191665	1	geo	j	j
AGAP001401	2R	-4.348009343	2.452257277	0.049015854	0.004207729	0.020023641	0.011852075	0.013613926	0.010488927	0.044507752	0.005434422	0.00932839	176	2Rj	2Rj	59	156	215	0.067138423	0.026972329	0.010069721	0.011944124	0.039193151	-0.001260126	0.046339454	0.082552865	0.009465794	0.032490637	-85.61070903	69.32865254	4191972	4193497	1	geo	j	j
AGAP001402	2R	2.954284378	8.236788984	0.072959947	0.008759796	0.004118014	0.020843882	0.035864488	0.020964525	0.060337993	0.002660598	0.021996219	607	2Rj	2Rj	172	534	706	0.138701734	0.045936025	0.002269123	0.008854417	0.045871787	0.000455041	0.075028508	0.113937042	0.006069231	0.048569212	-81.05028274	-15.5126852	4193842	4196673	1	geo	j	j
AGAP001403	2R	-3.077552682	0.06736742	0.076476941	0.006339156	0.011378924	0.030316903	0.029570632	0.029370906	0.066147499	0.003729057	0.003848536	142	2Rj	2Rj	55	112	167	0.155009641	0.006143171	0.006792743	0.00933452	0.016640409	0.011478171	0.03275185	0.184701898	0.02425814	0.049678949	-2.033081542	44.83794396	4196642	4197466	1	geo	j	j
AGAP001404	2R	-8.18083626	4.380725614	0.064991607	0.005463397	0.00591376	0.025957688	0.030909377	0.025229807	0.038411336	0.002588834	0.011825805	1070	2Rj	2Rj	736	584	1320	0.075967451	0.026744703	0.005658911	0.00639873	0.057322278	0.002456024	0.065525628	0.16408004	0.003429321	0.04528701	-102.0554812	39.98088988	4197826	4200745	1	geo	j	j
AGAP001405	2R	-6.908275044	3.589231788	0.058302271	0.006180033	0.004401863	0.018364056	0.013322386	0.012395749	0.020360088	0.000648384	0.017867506	369	2Rj	2Rj	214	225	439	0.074456652	0.037402353	0.005676427	0.006821721	0.030687981	0.004800921	0.060836804	0.134445686	0.007913708	0.040338028	-102.3364182	49.21058267	4201702	4202915	1	geo	j	j
AGAP001406	2R	5.052857064	4.849334895	0.072543282	0.006036007	0.005900209	0.016484244	0.010764086	0.012441556	0.039488286	0.002591689	0.008931495	508	2Rj	2Rj	374	244	618	0.159550244	0.015411814	0.003556956	0.006953962	0.072483799	0.003602722	0.036079197	0.116611818	0.013096322	0.047482981	-80.16123063	-8.409062044	4203347	4204657	1	geo	j	j
AGAP001407	2R	1.216049698	2.987045097	0.060692267	0.004672819	0.004499605	0.017938171	0.007660821	0.008864764	0.024036156	0.001510032	0.021808632	222	2Rj	2Rj	8	268	276	0.085067318	0.03152825	0.007911205	0.006489267	0.042551512	0.003708109	0.075198728	0.115913419	0.008691641	0.041895494	-32.48441033	-13.70040572	4204639	4206271	1	geo	j	j
AGAP001408	2R	0.895872181	0.241196188	0.041093806	0.005242149	0.003028035	0.002943042	-0.000614498	0.000664394	0.039673561	0.003610885	0.003978427	60	2Rj	2Rj	8	66	74	0.158793494	0.003642208	0.011468788	0.003776451	0.033633442	0.000737199	0.00557811	0.002017205	0.001028477	0.024519486	-11.50226716	5.000422548	4206543	4207195	1	geo	j	j
AGAP001409	2R	3.938443155	4.43753078	0.056888608	0.002746152	0.009322838	0.013181716	0.006034675	0.009439694	0.037411927	-0.000754297	0.004776532	114	2Rj	2Rj	64	65	129	0.068736501	0.012387063	0.009149722	0.006405662	0.094193876	0.02577136	0.01779892	0.118414319	0.005806388	0.039851535	-73.08491131	9.191142696	4210577	4212097	1	geo	j	j
AGAP001410	2R	-1.159791979	5.028036251	0.111168433	0.00417115	0.018923617	0.020982446	0.028814531	0.020436513	0.163498291	0.008188078	0.014435709	570	2Rj	2Rj	176	483	659	0.202431823	0.111572771	0.013670155	0.022693486	0.029594573	0.010904938	0.082461211	0.125751278	0.015791079	0.068319035	-1.397203742	-45.12317768	4334732	4351316	1	geo	j	j
AGAP001411	2R	1.074658454	1.808264055	0.04051486	0.006265696	0.00378712	0.014376671	0.006353443	0.007817529	0.037603451	-0.001360064	0.014862096	194	2Rj	2Rj	65	161	226	0.064080002	0.061746592	0.001226858	0.008923074	0.028078848	0.003938564	0.008391452	0.056096756	0.002940624	0.026158085	14.68792752	59.13558879	4482874	4496691	1	geo	j	j
AGAP001412	2R	3.408708734	-1.921293428	0.062457585	0.00493991	0.005896352	0.032542015	0.034414803	0.031969096	0.044497103	0.001377215	0.004574549	464	2Rj	2Rj	210	349	559	0.122915716	0.011071532	0.004479081	0.004337304	0.040794592	0.001011368	0.028446664	0.16435324	0.004806963	0.042468495	43.41718687	-48.66400245	4523318	4543046	1	geo	j	j
AGAP001413	2R	-0.186990664	0.475290501	0.076213919	0.005273602	0.002071857	-0.001860716	0.010474231	0.000505526	0.1589808	-0.002994996	0.00947344	48	2Rj	2Rj	14	42	56	0.209939384	0.071068464	-0.000482952	0.024493926	0.04111309	-0.000747232	-0.002464756	0.017744292	0.015124908	0.041754347	-6.645685945	6.153685109	4546478	4559023	1	geo	j	j
AGAP001414	2R	2.440269806	2.075435903	0.047181481	0.0077153	0.009111182	0.012736567	0.012933315	0.011069339	0.025558499	0.000368884	0.006548365	354	2Rj	2Rj	41	362	403	0.072887558	0.01448434	0.009536678	0.007517901	0.036634504	-0.00418989	0.025104394	0.123678571	0.003736969	0.032154558	11.98068895	-68.94797601	4563164	4564968	1	geo	j	j
AGAP001415	2R	-1.158644528	2.838744586	0.05484506	0.003045929	0.005191772	0.014314229	0.015934952	0.012255233	0.048682015	0.001058019	0.00995415	434	2Rj	2Rj	37	450	487	0.09520997	0.029590946	0.004503791	0.009839316	0.021060589	0.001525197	0.052155742	0.11351499	0.006450431	0.037094552	-5.427540943	-15.54006173	4572745	4585913	1	geo	j	j
AGAP001416	2R	-0.756494148	2.031143582	0.063705625	0.001996507	0.009678505	0.008375564	0.016934284	0.010037665	0.080272222	-0.001269011	0.005335371	247	2Rj	2Rj	137	153	290	0.13981125	0.027770331	0.008221815	0.010736268	0.033607598	0.005267134	0.056951261	0.085937842	0.007749265	0.041783641	8.904419137	-28.15577968	4586513	4587286	1	geo	j	j
AGAP001417	2R	-0.922765748	2.285025537	0.048907608	0.003185683	0.004440657	0.00157159	0.024075578	0.005939598	0.022509554	-2.83E-05	0.015900172	70	2Rj	2Rj	22	61	83	0.083107598	0.037956688	0.002970874	0.008196272	0.017997881	-0.003690718	0.064907557	0.072574182	0.00974531	0.032640627	3.395706818	-41.05801697	4657950	4659347	1	geo	j	j
AGAP001418	2R	4.153410318	3.185569358	0.064546463	0.009370676	0.010326935	0.023476745	0.018844399	0.019729746	0.058644637	0.00388738	0.00698827	567	2Rj	2Rj	100	560	660	0.148879948	0.023795942	0.00633267	0.006442445	0.053809584	0.002087668	0.014602039	0.119031283	0.005515101	0.042277409	-54.05043858	7.495070062	4663354	4667600	1	geo	j	j
AGAP001419	2R	-5.691998496	-0.1713788	0.115477798	0.010904932	0.006433249	0.098065595	0.097000471	0.097982545	0.057619184	-0.000800409	0.007072365	168	2Rj	2Rj	21	154	175	0.124165694	0.02624006	0.000851041	0.005134095	0.025114698	0.000546067	0.035243682	0.397699578	0.006239022	0.069025993	-37.95761503	60.29436822	4668475	4729876	1	geo	j	j
AGAP001420	2R	0.217032532	1.718792668	0.079492275	0.003396407	0.003490289	0.03104528	0.044634659	0.031750167	0.038576253	0.0035212	0.017293583	188	2Rj	2Rj	40	179	219	0.110799796	0.029685751	0.003644767	0.005484966	0.037168367	0.005473927	0.093255042	0.204369602	0.003205013	0.05478747	-19.85741918	-8.187931887	4739221	4740413	1	geo	j	j
AGAP001421	2R	-7.215984675	3.21474255	0.049663856	0.003279826	0.002265147	0.026915571	0.038506178	0.029966504	0.025666054	0.000490743	0.007644453	490	2Rj	2Rj	148	422	570	0.059194609	0.026452892	0.001241395	0.002832836	0.027032399	0.000877612	0.023138004	0.169734687	0.003429362	0.034881533	-98.14546206	46.73381461	4740772	4742911	1	geo	j	j
AGAP001422	2R	-4.263555963	-0.301623527	0.070507878	0.004074887	0.006243961	0.046757689	0.053164273	0.047772489	0.016132961	0.002080626	0.013455913	221	2Rj	2Rj	95	168	263	0.059793267	0.025306932	0.011636692	0.005504434	0.010400202	0.003319837	0.082074596	0.234480968	0.003458962	0.048441766	-55.42501463	37.09746568	4743080	4744435	1	geo	j	j
AGAP001423	2R	3.71105865	6.50752333	0.081777873	0.006496552	0.00618363	0.055859524	0.059248991	0.05384276	0.06105055	0.002725119	0.010817059	521	2Rj	2Rj	162	453	615	0.123926441	0.038331521	0.004844817	0.004842287	0.038110053	0.001712725	0.072883322	0.196433473	0.014189865	0.0550305	-84.30813411	22.32833929	4746141	4748841	1	geo	j	j
AGAP001424	2R	-3.005135089	-2.262126875	0.098473871	0.009152579	0.005150878	0.044569325	0.0590384	0.045369052	0.056480537	0.004392059	0.018705604	567	2Rj	2Rj	141	514	655	0.165461209	0.036667508	0.005077575	0.00625524	0.019870006	0.002124068	0.060717002	0.271008085	0.005589117	0.06364109	74.01815963	-51.05966561	4750041	4752796	1	geo	j	j
AGAP001425	2R	-5.358892227	0.139943316	0.091575967	0.006084977	0.007572024	0.019826154	0.05843983	0.026910577	0.050995399	0.006177605	0.031923726	328	2Rj	2Rj	178	209	387	0.066848782	0.078628133	0.008648793	0.010444558	0.038750332	0.007986275	0.140696457	0.199593692	0.006429737	0.062002973	-90.66717184	52.40938404	4753564	4754986	1	geo	j	j
AGAP001426	2R	2.258737428	0.575868486	0.048552589	0.003851511	0.004028203	0.012237082	0.026464198	0.0146579	0.023735696	0.00280286	0.011328532	255	2Rj	2Rj	99	205	304	0.086548124	0.019572229	0.005484641	0.002478286	0.017517015	0.003557414	0.05878228	0.112843346	0.003280026	0.034451484	-36.1737793	-23.26951684	4756012	4757124	1	geo	j	j
AGAP001427	2R	2.217343265	10.29621102	0.076198045	0.005588204	0.007084862	0.030084118	0.029583909	0.026345606	0.051897221	0.003456628	0.014684997	2957	2Rj	2Rj	1894	1622	3516	0.135339564	0.021920217	0.003956521	0.009302621	0.041946252	0.006143633	0.078402818	0.162518906	0.00548249	0.051668114	-112.7339539	38.12343775	4761983	4771036	1	geo	j	j
AGAP001428	2R	-1.308171223	1.104030773	0.081487851	0.005003314	0.013727293	0.02032115	0.009015097	0.0131924	0.023848267	-0.001011439	0.011991551	121	2Rj	2Rj	28	113	141	0.052007901	0.034222388	0.007816095	0.018639219	0.012986145	0.011959319	0.053145131	0.262100285	0.020295781	0.052574696	2.53796974	28.46950864	4785997	4786773	1	geo	j	j
AGAP001429	2R	-6.830493331	-1.53262017	0.088788592	0.005075446	0.011971214	0.034476727	0.037498281	0.032817847	0.029696171	0.002510926	0.012772404	700	2Rj	2Rj	424	428	852	0.087030138	0.018484806	0.006400458	0.007870249	0.044455989	0.003546558	0.068133615	0.285983771	0.006548158	0.058717082	-82.28418775	29.81200553	4787207	4790047	1	geo	j	j
AGAP001430	2R	1.536334877	1.868847934	0.065122041	0.0050459	0.008896632	0.024871307	0.035362241	0.025262835	0.051745241	0.003839754	0.013714211	294	2Rj	2Rj	139	215	354	0.099664319	0.022769391	0.005881771	0.009800256	0.029859465	0.02038065	0.087679424	0.130743325	0.004202291	0.045664543	-60.40351329	13.39441904	4794058	4795073	1	geo	j	j
AGAP001432	2R	-5.952186739	0.263570042	0.109509652	0.01047846	0.006121384	0.048773703	0.070891065	0.050393329	0.017303355	0.0017639	0.036640185	417	2Rj	2Rj	266	243	509	0.059166919	0.058664675	0.002015961	0.010088103	0.028497162	0.004459941	0.154278756	0.323959556	0.000519698	0.07129453	-29.14069788	61.02843748	4798080	4799501	1	geo	j	j
AGAP001433	2R	2.93681523	7.481928146	0.056064687	0.00501801	0.006997708	0.022697445	0.026941646	0.022679977	0.037074151	0.003119632	0.006870195	601	2Rj	2Rj	254	489	743	0.09537646	0.016154889	0.006459717	0.005603366	0.046419902	0.003876755	0.016002345	0.154248043	0.002255519	0.038488555	-103.7749365	33.40354025	4840498	4842657	1	geo	j	j
AGAP001434	2R	-0.225697018	-0.789717964	0.057726125	0.00517323	0.006367062	0.018444898	0.016616594	0.016371638	0.034704276	0.001246403	0.005549547	179	2Rj	2Rj	4	188	192	0.124482043	0.010359703	0.003834147	0.005391104	0.031353107	0.005591694	0.006009711	0.158158853	0.00466256	0.038871436	38.03175933	10.57733827	4848635	4895916	1	geo	j	j
AGAP001435	2R	-1.01695505	2.82486375	0.025141101	0.002979704	0.005414793	0.01411751	0.00981279	0.011439389	0.004149485	0.001217944	0.003487701	200	2Rj	2Rj	26	197	223	0.009905316	0.004962936	0.003886332	0.003143928	0.030279732	0.005235835	0.013705415	0.097744851	0.000340894	0.018800582	-13.20387872	-11.8149898	4948689	4992698	1	geo	j	j
AGAP001438	2R	-5.499418182	-0.166846385	0.103052403	0.014650177	0.009901998	0.064013421	0.030593057	0.048553259	0.048004369	0.00685276	0.01488829	329	2Rj	2Rj	194	203	397	0.151797864	0.018007117	0.003418611	0.012054546	0.029395403	0.00956503	0.042563136	0.315953607	0.003796662	0.065172442	-33.53040979	56.96092053	5021917	5049053	1	geo	j	j
AGAP001440	2R	-3.160770102	3.293675069	0.068362042	0.010928124	0.005109667	0.020254063	0.035627414	0.021657253	0.040725108	0.003259853	0.018812027	256	2Rj	2Rj	40	259	299	0.083909356	0.069493957	0.004090579	0.004510894	0.041669956	-0.001302437	0.033233488	0.172819621	0.005495898	0.045991257	-83.64960782	57.32779659	5049346	5051914	1	geo	j	j
AGAP001441	2R	2.97393712	5.793732221	0.067781374	0.018178712	0.005674841	0.023803396	0.01529951	0.01449271	0.026255738	0.00131757	0.024625508	245	2Rj	2Rj	66	223	289	0.095547235	0.043912909	0.006071799	0.003205396	0.073848327	0.0048737	0.03053905	0.156477386	0.003565342	0.046449016	-102.5392984	27.76692496	5052772	5054534	1	geo	j	j
AGAP001442	2R	1.769901945	5.430217488	0.060561683	0.006982409	0.004418638	0.026828433	0.022580334	0.0234069	0.030474392	-4.15E-05	0.007350465	390	2Rj	2Rj	195	272	467	0.102434266	0.010414053	0.001402703	0.003596944	0.038052909	0.00976177	0.013089025	0.192010458	0.004919644	0.041742419	8.209467181	-20.60267115	5057273	5058671	1	geo	j	j
AGAP001443	2R	-3.811011825	2.280885538	0.066283049	0.004771681	0.00430064	0.031235473	0.024709275	0.026738213	0.042990786	0.001785651	0.008108913	530	2Rj	2Rj	340	300	640	0.122035638	0.021663287	0.002058488	0.004116433	0.033853325	0.006956857	0.018100022	0.19221508	0.003705329	0.044967162	-30.11529542	28.54872646	5058685	5060107	1	geo	j	j
AGAP001444	2R	1.761022737	-1.138767243	0.052376834	0.004119608	0.002202725	0.009787079	0.001014704	0.005438175	0.067105001	0.001806643	0.005235886	103	2Rj	2Rj	25	83	108	0.208868726	0.000424776	0.003493299	0.003253391	0.012633783	0.002938675	0.003504166	0.037825049	0.005535653	0.030941947	44.42415692	-17.85711827	5062561	5100497	1	geo	j	j
AGAP001445	2R	-1.269811982	3.59000164	0.074524966	0.007021281	0.006475606	0.025693442	0.019562764	0.018397829	0.039286371	-0.000152876	0.01865523	225	2Rj	2Rj	117	141	258	0.166646582	0.027876505	0.001662205	0.008067543	0.027212215	-0.000333459	0.052256196	0.153933978	0.004054785	0.049041839	-23.11854055	20.29909167	5136653	5137549	1	geo	j	j
AGAP001446	2R	-2.363259773	5.538029425	0.080152867	0.006490018	0.008430781	0.024037261	0.037108794	0.024902902	0.036315949	0.003238305	0.01662002	1135	2Rj	2Rj	541	816	1357	0.102902491	0.037555386	0.00290514	0.009782416	0.05670987	0.007985064	0.079696352	0.186616289	0.00773079	0.054653755	-114.9060666	36.00033304	5140730	5214670	1	geo	j	j
AGAP001447	2R	4.589496166	4.573777688	0.074340147	0.006627111	0.011536269	0.023393574	0.022800104	0.021399065	0.055158355	-0.000863637	0.007794119	243	2Rj	2Rj	73	213	286	0.128705774	0.016755755	0.008980944	0.01137245	0.08120368	0.001822393	0.041551407	0.141960153	0.009854613	0.04913413	-80.77036903	12.90512856	5215152	5216681	1	geo	j	j
AGAP001448	2R	-2.572584013	0.349246708	0.059196507	0.004880492	0.003726463	0.046290489	0.031125998	0.040088672	0.022295062	0.002520202	0.0040834	219	2Rj	2Rj	83	180	263	0.072394336	0.011174042	0.000568367	0.004892461	0.049170042	-0.000552024	0.005425176	0.212063839	0.006065969	0.040133579	-98.67788719	49.64063272	5222247	5227609	1	geo	j	j
AGAP001449	2R	-0.506675157	-1.597448956	0.062859613	0.004324346	0.009061942	0.04116545	0.045531758	0.041073816	0.029822404	0.003743517	0.007891436	261	2Rj	2Rj	165	160	325	0.035159498	0.038196994	0.00270987	0.008842096	0.042850875	0.002696902	0.028051076	0.211318688	0.010955439	0.042309049	6.080263985	-24.40550303	5229810	5230716	1	geo	j	j
AGAP001450	2R	2.97363716	5.400395046	0.061797548	0.003521356	0.008278287	0.015232394	0.020588139	0.015138262	0.047688145	0.005635712	0.008125078	274	2Rj	2Rj	99	223	322	0.082734346	0.028250518	0.007435978	0.009422965	0.079947431	0.001181304	0.036811576	0.128574932	0.002949273	0.041923147	-102.9506932	26.86382847	5232295	5234152	1	geo	j	j
AGAP001451	2R	-7.081220398	0.029573728	0.092980584	0.005199212	0.008534203	0.059993627	0.067763901	0.060774803	0.02484099	0.001401488	0.011240853	1771	2Rj	2Rj	1002	1062	2064	0.058662571	0.025784383	0.005578724	0.008345919	0.046539389	0.002893503	0.048653728	0.329796817	0.007692324	0.059327484	-80.12102073	39.58262773	5237785	5250571	1	geo	j	j
AGAP001452	2R	-5.098964675	-0.777388549	0.071778204	0.005359441	0.008771852	0.03841714	0.03781562	0.037661184	0.028087988	0.004006189	0.006252591	180	2Rj	2Rj	22	175	197	0.100298458	0.004351367	0.005323035	0.007218743	0.017950384	0.008228203	0.009975832	0.263444624	0.006996471	0.047087457	-70.2557579	56.62802996	5252710	5261854	1	geo	j	j
AGAP001453	2R	5.039963189	5.627311979	0.073658301	0.007070338	0.007628758	0.026127147	0.024794676	0.02119773	0.043265344	0.002601089	0.017908148	1165	2Rj	2Rj	866	541	1407	0.09083416	0.032497333	0.003400007	0.0130907	0.088314757	0.006303438	0.051964547	0.155082222	0.005966779	0.049717105	-81.80428103	-10.11055597	5263199	5266126	1	geo	j	j
AGAP001454	2R	-3.558565331	2.847078971	0.066088877	0.005139411	0.009409896	0.035201729	0.036850632	0.032452758	0.024720337	0.00357073	0.01365669	212	2Rj	2Rj	93	142	235	0.043998573	0.022443998	0.004418836	0.015491827	0.056780668	0.000292752	0.055499621	0.204605609	-1.18E-05	0.04483556	-86.0001247	63.95434234	5266433	5267166	1	geo	j	j
AGAP001455	2R	2.966249398	9.719183936	0.085662292	0.005383275	0.013857916	0.019511916	0.027166719	0.016565666	0.043203264	0.004725164	0.022614165	2356	2Rj	2Rj	1646	1160	2806	0.055092107	0.051190132	0.012835196	0.016876754	0.112035384	0.011318783	0.113537595	0.138894844	0.007410685	0.057687942	-115.4725663	44.52102446	5267487	5280188	1	geo	j	j
AGAP001458	2R	4.012675453	5.815529573	0.081233965	0.005724062	0.008299412	0.039868189	0.033639109	0.034729491	0.029123023	0.004230234	0.010887775	351	2Rj	2Rj	228	196	424	0.079048605	0.020564847	0.003729847	0.003818831	0.061945029	0.004230139	0.055823412	0.255904554	0.009471639	0.054948545	-97.62379734	37.86290983	5281495	5282828	1	geo	j	j
AGAP001459	2R	0.794622553	0.605298204	0.023430926	0.004235416	0.004931883	0.004288187	0.001162592	0.00194181	0.024428968	0.002432229	0.003785049	68	2Rj	2Rj	5	74	79	0.068093484	0.009357298	0.002652741	0.002059272	0.040757854	0.005442928	0.003656918	0.001651152	0.003324071	0.015221746	20.24721013	-10.09145686	5283096	5284326	1	geo	j	j
AGAP001460	2R	0.224313409	4.017374503	0.060752712	0.008281899	0.00293605	0.007998636	0.052584633	0.016428431	0.015159471	-0.000418741	0.030612427	274	2Rj	2Rj	26	302	328	0.082258817	0.066249276	0.000408771	0.002349187	0.043478139	0.000640556	0.104604423	0.07098744	0.004931714	0.041767591	3.936480621	-16.92528866	5286141	5291320	1	geo	j	j
AGAP001461	2R	3.684928676	6.380138108	0.077829165	0.006990156	0.008070765	0.030142807	0.018435687	0.022676555	0.04065165	0.01388994	0.014462343	209	2Rj	2Rj	56	182	238	0.098418972	0.024675009	0.006245428	0.014734212	0.091052573	0.004701382	0.04855374	0.17358198	0.006180548	0.052015983	-77.42702886	-17.57092276	5292781	5294103	1	geo	j	j
AGAP001462	2R	-9.137044641	1.599758318	0.075459475	0.008646547	0.005549686	0.031797044	0.029889473	0.028526411	0.037697513	0.001569912	0.01202662	588	2Rj	2Rj	313	387	700	0.129126122	0.017956137	0.002804669	0.004883036	0.040983811	0.003183079	0.046103079	0.206101461	0.007332058	0.050941495	-96.35507515	59.36351762	5294601	5296609	1	geo	j	j
AGAP001463	2R	4.912273417	5.590540762	0.08618037	0.00963501	0.007975706	0.031710174	0.018456139	0.022438438	0.053464571	0.002500609	0.018438974	715	2Rj	2Rj	352	501	853	0.13006629	0.034692558	0.00598251	0.007684011	0.106277552	0.004523864	0.058745461	0.165802223	0.006198784	0.057774806	-82.01257923	13.43535119	5296806	5298958	1	geo	j	j
