gene_name	chro2	tsne1	tsne2	tsne1_S	tsne2_S
AGAP001715	2Rj	3.711760377	9.524698113	-0.535707401	6.198875253
AGAP001716	2Rj	3.850751486	8.849779836	5.803759417	-6.096568528
AGAP001717	2Rj	-1.297029297	3.619231553	2.362046761	-5.11228375
AGAP001718	2Rj	-4.686337782	0.305960317	-1.306620465	3.160278183
AGAP001719	2Rj	-3.962916716	0.740570881	-1.473381793	2.997197969
AGAP001720	2Rj	4.161008975	8.19113063	7.574172618	-4.842648872
AGAP001721	2Rj	0.523134416	2.039393883	1.922950917	-1.382669709
AGAP001722	2Rj	4.757046653	0.706107881	0.772424402	-3.083634858
AGAP001723	2Rj	3.516131787	9.018098296	0.065416923	6.032742916
AGAP001724	2Rj	3.238559358	5.309332802	1.804836822	3.069132357
AGAP001725	2Rj	-7.667354823	2.981691414	-0.42354845	6.387119262
AGAP001726	2Rj	2.738307179	7.602307497	5.793523241	-6.891671922
AGAP001728	2Rj	-7.643338169	3.15049221	-0.540879946	6.032703354
AGAP001729	2Rj	3.528028766	9.462173645	-0.705787237	6.295789127
AGAP001730	2Rj	1.289068965	2.198545097	2.284216613	1.637983071
AGAP001731	2Rj	-1.708061665	4.601652828	2.659777054	-5.741939422
AGAP001732	2Rj	-6.183855752	-1.124005229	2.71549989	3.667774781
AGAP001733	2Rj	0.185548935	5.291682181	3.332648004	-4.320706509
AGAP001734	2Rj	-7.746839235	1.140264804	-1.77940472	5.793071886
AGAP001735	2Rj	-1.72395779	3.838960939	4.209081451	-3.24009088
AGAP001736	2Rj	7.935092052	-3.456043925	4.579192219	-3.039037368
AGAP001737	2Rj	-1.772793153	3.919949171	3.603964412	-5.187517406
AGAP001738	2Rj	1.102776811	3.302491518	3.560699396	-1.682448494
AGAP001739	2Rj	3.193384218	9.202003558	6.372024937	-6.224123758
AGAP001740	2Rj	-1.866601288	6.862848143	7.188992596	-4.030180991
AGAP001741	2Rj	-1.445756181	-2.052105277	-1.809975905	-1.79757814
AGAP001743	2Rj	-1.873884538	4.112451368	2.357450789	-4.907216843
AGAP001744	2Rj	-2.833675465	7.654323834	4.015737787	-3.264735372
AGAP001745	2Rj	3.28779963	9.665508543	-0.323236204	6.484660936
AGAP001746	2Rj	2.516667022	2.257538766	3.869461906	0.340500805
AGAP001747	2Rj	-1.721528824	1.751797081	-0.910346441	-2.002006646
AGAP001748	2Rj	-7.423946713	4.110661462	-0.203643742	6.648245562
AGAP001749	2Rj	2.291175474	-1.98336066	2.273767578	-4.686970416
AGAP001751	2Rj	8.390147987	1.870294451	5.625456463	1.05693636
AGAP001752	2Rj	2.427135143	8.138468043	5.993016265	-3.656319208
AGAP001753	2Rj	-3.600967292	-1.244688578	-0.046614653	4.966825886
AGAP001754	2Rj	3.971548272	9.511734825	6.773255751	-6.154660551
AGAP001756	2Rj	3.695083786	9.600038901	-0.341184458	5.748187416
AGAP001757	2Rj	4.021404029	8.817076092	6.803654707	-4.533212683
AGAP001759	2Rj	-6.466240013	-1.751686978	-3.352848867	0.73776454
AGAP001760	2Rj	-1.930657283	-3.07896081	-3.034053262	0.906503304
AGAP001761	2Rj	-2.258114944	-0.819318434	0.948424249	2.11263965
AGAP001762	2Rj	-1.992596707	5.057288562	3.48092721	-5.323130725
AGAP001763	2Rj	-7.288747566	3.92816799	-0.321211148	6.414378742
AGAP001764	2Rj	4.565649583	3.7255173	4.475901688	1.049118444
AGAP001765	2Rj	4.101185365	5.005907269	4.92797084	2.46408755
AGAP001766	2Rj	1.457972918	-1.066017708	1.070701584	-3.183274766
AGAP001767	2Rj	-3.095708524	5.944888341	5.389135927	-5.585446124
AGAP001768	2Rj	5.769882264	0.858374344	0.043571258	2.547095151
AGAP001769	2Rj	8.46215065	1.213667944	5.531617245	3.150897479
AGAP001773	2Rj	2.481928889	-0.361168784	3.342572924	-0.783593267
AGAP001775	2Rj	4.139022369	8.496544939	4.956802199	-2.62947355
AGAP001776	2Rj	4.057159567	-0.033514514	-0.288289495	0.761136416
AGAP001777	2Rj	4.133037492	9.006842514	6.514827564	3.06671344
AGAP001778	2Rj	0.557408692	1.694541872	-0.5797206	-1.951329363
AGAP001779	2Rj	-0.208449269	1.919675086	1.319743748	-2.62459935
AGAP001780	2Rj	4.151526382	8.749425465	5.987824561	-4.300719868
AGAP001781	2Rj	5.72241253	5.76218908	2.095236397	2.95963282
AGAP001782	2Rj	-7.482780417	4.149847779	-0.190177366	6.469067515
AGAP001783	2Rj	1.802017165	3.302199959	2.290451833	-3.133777937
AGAP001786	2Rj	4.103476234	9.090801097	7.150251186	3.117773584
AGAP001787	2Rj	3.609651064	8.137949204	3.406313314	-0.548813732
AGAP001788	2Rj	-0.812204247	-1.410960648	-1.585444069	-1.337727117
AGAP001790	2Rj	-2.872725135	1.536457394	-2.710553006	0.438216053
AGAP001791	2Rj	-7.652084708	3.069312044	-0.310688893	6.368425381
AGAP001793	2Rj	4.223128674	9.208344153	4.218316656	-2.766461761
AGAP001794	2Rj	3.989420159	8.028677192	6.616275187	0.228083188
AGAP001795	2Rj	3.520151637	9.668719584	-1.046056349	6.348988812
AGAP001796	2Rj	-3.394047726	-0.048274315	0.266807658	3.631144463
AGAP001797	2Rj	-0.702365671	-2.17365516	-0.971592025	-2.723859562
AGAP001798	2Rj	-1.701375951	4.852833108	2.603945279	-4.929796832
AGAP001799	2Rj	-3.907935966	0.091927267	0.057714678	2.891952277
AGAP001800	2Rj	-5.137753934	0.600538956	-1.832750554	2.772656761
AGAP001801	2Rj	-4.980468024	0.678132922	0.054784635	3.617137277
AGAP001802	2Rj	3.438690684	7.468591493	3.627642068	-3.848232678
AGAP001803	2Rj	4.052141379	6.001961205	0.920509233	6.234676603
AGAP001804	2Rj	5.926067289	3.245780548	3.323962304	-2.379223319
AGAP001805	2Rj	0.747726196	0.949348323	2.127554317	1.140548277
AGAP001806	2Rj	4.934796228	5.940676885	-0.867897309	3.360948981
AGAP001807	2Rj	2.046683666	4.341320485	4.523160173	-0.27095314
AGAP001809	2Rj	-2.16675792	7.356084074	7.151010396	2.128242893
AGAP001810	2Rj	-5.070229266	0.952948814	-1.48864463	2.649410828
AGAP001812	2Rj	-1.732216315	-0.477642383	-0.235248137	1.323169187
AGAP001814	2Rj	4.149718167	8.750393969	-3.963885763	0.058718217
AGAP001815	2Rj	3.386792415	8.345317926	3.664023135	-4.616295545
AGAP001816	2Rj	4.201583298	9.10899044	3.851247632	-0.805535052
AGAP001817	2Rj	-0.576944351	1.71076443	1.874555465	-3.461632161
AGAP001818	2Rj	3.973035194	8.92396216	2.12122858	1.448443926
AGAP001819	2Rj	2.803911104	8.780052431	8.036971668	-1.187807601
AGAP001820	2Rj	10.38455374	0.888375728	6.869371457	-4.814960092
AGAP001821	2Rj	4.899947625	4.118347035	3.174072206	2.199954545
AGAP001822	2Rj	-3.964284743	0.352341865	-0.224866115	4.699866435
AGAP001823	2Rj	1.143758154	1.63995663	1.380080148	-0.046451107
AGAP001824	2Rj	9.54592772	0.900271327	4.171381879	-3.924662116
AGAP001826	2Rj	3.290965795	8.70756007	6.389377374	-4.949706736
AGAP001827	2Rj	3.254437354	8.876763051	3.779877312	-5.686994806
AGAP001828	2Rj	3.564359378	3.724524634	2.598746609	1.901927456
AGAP001829	2Rj	-0.340343463	0.244901557	0.214548852	-0.013237114
AGAP001830	2Rj	-0.312043162	0.175613691	0.149966011	-0.094845911
AGAP001831	2Rj	-0.331124022	0.234258135	0.211320251	-0.028832059
AGAP001832	2Rj	-0.33866103	0.206273313	0.179209638	-0.058209197
AGAP001833	2Rj	-0.353637477	0.160316593	0.269301717	-0.085722296
AGAP001834	2Rj	-0.322045102	0.192134549	0.174886211	-0.060419355
AGAP001837	2Rj	-0.327436819	0.23683048	0.216221124	-0.010255669
AGAP001839	2Rj	-0.33796504	0.241365962	0.198160982	-0.092697109
AGAP001841	2Rj	-0.333815408	0.213103302	0.220723053	-0.013069431
AGAP001842	2Rj	-0.321588953	0.21265091	0.202178244	-0.018894963
AGAP001843	2Rj	-0.270019518	0.168885164	0.220781464	-0.11716061
AGAP001845	2Rj	-0.334737957	0.214642707	0.200678343	-0.0184103
AGAP001846	2Rj	-0.32414481	0.202712997	0.180521134	-0.021579834
AGAP001848	2Rj	-0.283911922	0.178775168	0.203483753	-0.090373771
AGAP001850	2Rj	-0.341036025	0.231770651	0.223304699	-0.013254162
AGAP001852	2Rj	-0.533395363	0.16271657	0.076169462	0.083390184
AGAP001854	2Rj	-3.146445801	2.180726331	-3.336877328	5.188796785
AGAP001856	2Rj	8.433576095	-2.696431168	6.810557815	-3.918852339
AGAP001858	2Rj	5.325510513	3.878605887	2.745282679	2.810671493
AGAP001859	2Rj	8.398445186	-1.157145421	-1.235821874	7.035396463
AGAP001861	2Rj	5.065413329	5.902532525	0.460361924	3.868779614
AGAP001862	2Rj	4.05668174	7.743701922	5.261890783	-4.205122701
AGAP001863	2Rj	-6.782762435	-4.09881223	-5.620069772	6.57827699
AGAP001864	2Rj	3.09049994	3.53857267	3.060661723	2.039994921
AGAP001865	2Rj	-1.548292622	1.526405132	-0.517430433	-1.03177472
AGAP001866	2Rj	-5.933132758	0.681918805	-2.050626336	4.394645926
AGAP001867	2Rj	-3.115451684	7.700605606	2.067398998	-5.331210315
AGAP001870	2Rj	-4.397860948	0.354725721	-0.274450597	4.89487578
AGAP001871	2Rj	5.058594429	2.498888935	0.710626229	-5.47263047
AGAP001872	2Rj	3.381935644	4.532991242	3.451108339	0.581162324
AGAP001873	2Rj	4.769396639	4.807093782	7.320603906	-4.999977157
AGAP001874	2Rj	2.258203479	1.421572229	2.357033548	1.178104947
AGAP001877	2Rj	3.980137011	7.681082237	7.708244145	-5.539733027
AGAP001878	2Rj	0.365091662	-1.295010418	1.514707193	-3.172677729
AGAP001879	2Rj	-4.082371793	4.098271008	8.960755871	3.770390467
AGAP001880	2Rj	3.329888451	0.458862838	-0.262898618	-4.065555592
AGAP001881	2Rj	-6.738629333	-0.430247411	3.64789003	-6.191173047
AGAP001882	2Rj	-0.902634039	0.767896034	-0.041072969	-0.757299344
AGAP001883	2Rj	-1.967653314	-2.99328686	0.844162614	1.542032178
AGAP001884	2Rj	3.471344696	7.513775235	4.61693405	-3.763979121
AGAP001885	2Rj	-0.594738353	-4.080482229	-2.029280747	-4.661438537
AGAP001886	2Rj	3.529283713	6.20042641	3.059755069	1.097371535
AGAP001887	2Rj	-0.782192602	-1.679724962	-0.960870403	-2.001666232
AGAP001888	2Rj	-2.039750926	5.09129961	2.402632803	-5.427157993
AGAP001889	2Rj	2.642525775	2.367839192	2.292097522	1.649095931
AGAP001890	2Rj	-1.867692913	0.666485229	-0.909946592	-1.300103816
AGAP001892	2Rj	-1.891574651	3.193439249	5.115866691	-1.738563043
AGAP001893	2Rj	4.085776603	6.517600083	-5.759149769	-0.134332329
AGAP001894	2Rj	-0.898634879	3.693246824	0.152672439	-3.686424068
AGAP001895	2Rj	-2.768925965	7.640017242	1.42849284	-5.497528341
AGAP001896	2Rj	0.582433712	-1.813091319	4.815757867	-4.982499498
AGAP001897	2Rj	-9.429672946	1.384064273	3.640389164	4.546180032
AGAP001898	2Rj	-2.929952002	1.17911269	2.323394578	4.530571965
AGAP001899	2Rj	4.926415381	5.899728689	7.657774242	-5.515118735
AGAP001900	2Rj	-2.96192176	3.157355407	5.043482611	-4.90122262
AGAP001901	2Rj	2.621955399	8.577186113	5.582160136	-4.791794627
AGAP001902	2Rj	-2.904089219	0.523391797	-0.590848174	2.078441082
AGAP001903	2Rj	3.669196135	0.166305987	0.899527037	1.558959011
AGAP001905	2Rj	3.907118105	-2.400357735	5.760684045	-2.090930712
AGAP001907	2Rj	-3.259136666	-3.737697904	7.104638965	-5.101592285
AGAP001908	2Rj	2.975976519	8.040690019	3.705369331	-4.422760089
AGAP001909	2Rj	3.096246326	8.421249588	3.776047499	-4.859319419
AGAP001910	2Rj	-0.389286337	2.818795574	0.09168528	-3.250294588
AGAP001911	2Rj	0.978515749	0.381378167	1.239222279	-0.175866105
AGAP001912	2Rj	-1.283902805	2.521861202	3.97311943	-4.037045972
AGAP001913	2Rj	-3.144150035	2.189965314	5.063948827	0.314636287
AGAP001914	2Rj	-2.112721509	-2.052437286	1.646508341	4.535091019
AGAP001915	2Rj	-9.353266873	1.373231049	7.369085127	-4.858629854
AGAP001916	2Rj	5.30726952	6.622574854	7.288902032	-2.211414526
AGAP001917	2Rj	-2.55270969	-3.550269014	4.280146807	5.649163235
AGAP001918	2Rj	4.718210044	3.752464233	3.626829873	2.725796488
AGAP001919	2Rj	8.209866965	0.248235857	0.339820858	5.462799235
AGAP001923	2Rj	3.559478937	3.705027801	4.582297868	1.78648121
AGAP001924	2Rj	-1.259221454	-2.795437837	-0.362476208	-3.741955069
AGAP001925	2Rj	3.77276088	0.462758454	4.838107107	-5.564118881
AGAP001926	2Rj	-0.311797924	0.219755052	0.091617514	-0.168852306
AGAP001927	2Rj	-0.342044424	0.261443396	0.185093459	-0.052552254
AGAP001928	2Rj	-2.233913779	0.920211375	1.029216646	1.963969699
AGAP001929	2Rj	4.131768216	7.388286094	5.371631785	-2.694979162
AGAP001930	2Rj	1.056088625	0.939658429	1.355555352	0.93776385
AGAP001931	2Rj	-6.278123823	0.191594107	-1.254965306	4.429551063
AGAP001932	2Rj	-1.245619493	4.648501878	2.469235624	-5.480871041
AGAP001933	2Rj	4.718317133	5.179074848	7.415256977	-5.096416021
AGAP001934	2Rj	0.849648449	5.30483651	7.216583914	3.384990374
AGAP001935	2Rj	-4.194112793	4.165112664	9.059101609	3.939346013
AGAP001937	2Rj	-0.642466684	0.705207783	0.625927578	0.396201773
AGAP001938	2Rj	-6.168041198	-0.200657216	-0.170295097	4.109414509
AGAP001939	2Rj	0.905961497	5.428069415	5.750944702	-2.298550198
AGAP001940	2Rj	-4.509757816	1.994490488	1.534399423	3.060530288
AGAP001941	2Rj	-6.010546663	-0.923708997	0.23517523	5.338649754
AGAP001942	2Rj	-1.070302938	-0.481915397	0.359901458	-2.742446538
AGAP001943	2Rj	3.206289708	5.069148349	5.321787816	2.234916794
AGAP001944	2Rj	-2.882160958	1.455330749	-1.39857476	0.84136778
AGAP001945	2Rj	-1.669545476	5.159787806	1.13376544	-5.453923522
AGAP001946	2Rj	-5.316502018	-1.557069732	4.852011764	-5.206184574
AGAP001947	2Rj	-3.799947596	3.659495789	1.252347455	-5.129817251
AGAP001948	2Rj	-4.955332898	-0.180196361	-2.245838619	3.073208576
AGAP001949	2Rj	2.89186405	9.105888613	6.035961196	-5.487060653
AGAP001950	2Rj	-2.874874025	-3.00038072	-0.390208342	-4.643934357
AGAP001951	2Rj	-5.361167694	-1.134272645	1.297546327	4.306688496
AGAP001952	2Rj	1.088099702	6.24322811	7.041087378	1.262636819
AGAP001953	2Rj	-1.028168864	2.906543335	1.500758179	-4.032119891
AGAP001954	2Rj	4.045625809	7.757750476	0.496820408	-5.476824082
AGAP001955	2Rj	-2.03254187	-2.441425903	-0.387700814	-2.413333144
AGAP001957	2Rj	1.816497363	0.95799147	2.399863303	0.205088084
AGAP001958	2Rj	2.704494672	2.788708504	2.547694927	1.729632609
AGAP001959	2Rj	-5.594054634	-0.714672867	2.552605967	5.148696051
AGAP001960	2Rj	-6.188594283	-0.983363931	0.895570333	4.358583022
AGAP001961	2Rj	2.692569695	-2.019104128	0.462702091	0.908160626
AGAP001962	2Rj	4.314719168	0.896075136	-0.856413592	-5.92864252
AGAP001964	2Rj	4.458309095	2.746104063	2.007317694	0.960170061
AGAP001965	2Rj	4.440962588	5.561260802	5.484687916	1.982540833
AGAP001966	2Rj	4.740494145	5.287944689	5.088998785	3.203993692
AGAP001967	2Rj	3.384571178	8.383807582	1.412709533	-5.858228912
AGAP001968	2Rj	3.1909867	8.33575579	1.467562385	-5.606743959
AGAP001969	2Rj	-0.529162556	5.914759803	3.248407883	-3.704313835
AGAP001970	2Rj	1.383137301	-0.717874322	0.095658229	-2.429836727
AGAP001972	2Rj	-7.775034149	-1.811745219	3.998655767	3.624812909
AGAP001973	2Rj	3.741415976	-1.513127474	2.662881627	-0.952972143
AGAP001974	2Rj	-7.254918535	-0.279104907	1.752618732	5.068288021
AGAP001975	2Rj	2.999625892	2.499976862	3.863163576	1.222877321
AGAP001976	2Rj	-5.382579174	-1.2301104	0.951783392	4.347043716
AGAP001978	2Rj	-1.474323907	5.413382685	3.094474132	-4.059651445
AGAP001979	2Rj	-9.418611811	1.634227626	6.669733255	-5.070568961
AGAP001981	2Rj	-1.397184069	2.775649381	2.867361507	-2.459323649
AGAP001982	2Rj	3.771440233	-3.099912394	2.579075541	-5.510448924
AGAP001983	2Rj	3.831161126	3.43748618	3.921102027	1.768548292
AGAP001984	2Rj	2.143119006	0.961990254	2.619485842	-1.420198333
AGAP001985	2Rj	2.093630527	6.055989066	3.920064671	4.373061695
AGAP001986	2Rj	-3.014620158	-2.119785228	0.206832619	-3.940716167
AGAP001988	2Rj	3.430432854	2.468915252	-2.118217978	-4.981433895
AGAP001989	2Rj	3.55418118	1.789081443	2.460548936	1.938086104
AGAP001993	2Rj	-0.497913097	0.24235055	0.30463532	-0.623947665
AGAP001994	2Rj	8.36619695	-3.116948518	8.838736139	3.544001429
AGAP001995	2Rj	-3.220401298	0.722663698	-1.050129495	2.705260438
AGAP001996	2Rj	3.015232659	3.153024034	4.050522183	0.311979946
AGAP001997	2Rj	4.170247131	7.953023933	0.869266274	-5.333945681
AGAP001998	2Rj	4.213823427	8.176984647	1.340371817	1.817535484
AGAP001999	2Rj	-4.835722019	-0.120312047	-0.878549405	5.212581798
AGAP002000	2Rj	-0.888774024	0.981227712	-0.080718937	-1.076523113
AGAP002002	2Rj	4.070412273	8.674120864	4.654662558	-5.077304979
AGAP002003	2Rj	4.265178293	5.570412666	5.176045949	2.075578246
AGAP002004	2Rj	5.077048753	5.951452349	3.678824258	4.226508062
AGAP002005	2Rj	-6.479736959	-0.414986544	-0.20168974	5.058698077
AGAP002006	2Rj	-6.494141418	-0.712035875	4.974084114	-5.377774841
AGAP002007	2Rj	-7.670880731	2.930485968	-0.376933022	5.902952698
AGAP002008	2Rj	3.474719131	8.253102166	2.770441974	5.16357144
AGAP002009	2Rj	4.559132816	8.116616699	8.033310352	-5.886909128
AGAP002010	2Rj	-2.292636097	-0.753215201	-0.231305685	1.386029137
AGAP002011	2Rj	4.442178939	0.946704727	-2.465946811	3.045985678
AGAP002012	2Rj	4.124924988	3.341171247	4.219337254	2.753859463
AGAP002013	2Rj	4.230300868	7.7587831	7.886478511	-5.762007822
AGAP002014	2Rj	4.319003504	7.943486118	7.811740013	-5.702212037
AGAP002015	2Rj	4.449408077	8.055969395	7.944904668	-5.813354818
AGAP002016	2Rj	4.144780695	7.427592863	-0.612264471	-4.992185381
AGAP002017	2Rj	0.638463357	3.101545477	3.612917655	-3.122560162
AGAP002018	2Rj	-4.627114023	0.520497584	-2.306982245	3.457716298
AGAP002020	2Rj	1.561461946	1.481697321	1.387821146	-0.756882483
AGAP002021	2Rj	2.953884006	1.336009494	2.617597959	1.27010885
AGAP002022	2Rj	1.355619395	1.384724111	2.07000633	-0.019615385
AGAP002023	2Rj	3.859079034	8.199134787	5.073930866	-5.455109978
AGAP002024	2Rj	4.590312383	6.160636225	5.45516768	-1.83161939
AGAP002025	2Rj	-2.978401955	-0.400727126	-0.241861986	2.375829002
AGAP002028	2Rj	-0.365159137	5.479329678	3.146700865	-3.261757493
AGAP002030	2Rj	4.169427332	7.63842527	7.699927191	-5.546465001
AGAP002031	2Rj	-0.348649027	0.233622845	0.181835281	0.003536181
AGAP002032	2Rj	4.102199816	7.548610087	7.676559293	-5.435978897
AGAP002035	2Rj	-9.559253767	1.953667514	6.246766867	-4.810571161
AGAP002036	2Rj	3.521199185	4.596183572	4.364239206	3.102198632
AGAP002037	2Rj	1.252236047	2.656661359	2.992056932	-0.232563083
AGAP002038	2Rj	-3.269370467	3.194477652	0.458668119	-5.359951667
AGAP002039	2Rj	3.351576655	3.006436923	3.644308269	1.537672521
AGAP002040	2Rj	-3.170475557	4.723759543	0.248142245	-4.821917652
AGAP002041	2Rj	4.039531955	7.923894202	4.873048221	-5.17858715
AGAP002043	2Rj	4.944519531	6.195198478	5.101599775	4.131943712
AGAP002044	2R	-3.562081321	-0.679450536	-0.063993103	3.277896428
AGAP002047	2R	-5.129488566	0.257838141	0.771588539	3.357055035
AGAP002048	2R	2.372491279	9.081112501	5.813682517	-5.223313493
AGAP002049	2R	-1.947754808	1.689097617	1.31736591	0.862790291
AGAP002050	2R	-4.434529479	4.527150972	3.770256778	4.773892565
AGAP002051	2R	2.623181141	-0.687717051	4.622036081	-3.632794259
AGAP002052	2R	4.149522973	6.954721398	0.872209014	6.584090244
AGAP002053	2R	-3.911322358	0.888635473	-2.986097035	1.118859187
AGAP002054	2R	-2.318627621	4.77027494	4.855730493	-5.33551471
AGAP002055	2R	-2.967005686	8.63129477	2.847110131	4.603069356
AGAP002056	2R	1.173178122	4.275624649	4.795866512	-3.2628959
AGAP002058	2R	2.089337475	5.908115849	3.795949484	4.089969611
AGAP002059	2R	4.058558818	6.960833837	7.50607824	-5.121282582
AGAP002060	2R	2.12867689	5.979938788	5.05306265	1.123440044
AGAP002061	2R	4.319180566	3.801601132	4.038226128	2.871541314
AGAP002062	2R	0.175634364	-1.724418476	-0.790883563	-2.595470439
AGAP002063	2R	-0.107790146	3.364839897	1.5703371	-4.167697519
AGAP002064	2R	0.775971917	3.209942165	5.417469676	-3.797392779
AGAP002065	2R	-4.265306372	0.912569184	-0.116955485	2.594159531
AGAP002066	2R	0.678446518	-0.145036793	0.388169028	1.612928716
AGAP002067	2R	-9.121228163	1.408882794	3.332733535	4.486666281
AGAP002068	2R	-5.921165813	-0.089174455	2.956203728	5.256158368
AGAP002069	2R	0.926210424	4.459635535	0.098100599	-5.651281111
AGAP002070	2R	1.370007162	4.142299683	4.085443878	-2.012526855
AGAP002071	2R	-2.311565029	5.556869376	5.501122564	-5.148288089
AGAP002072	2R	1.189777054	4.726880715	5.875178422	-0.164748805
AGAP002073	2R	2.108173986	-2.067155269	-2.628257271	0.742583856
AGAP002075	2R	6.637726084	0.102249194	1.460390563	4.105311141
AGAP002076	2R	4.442035091	-2.127320971	2.187291234	3.080280255
AGAP002077	2R	1.777258957	0.935348496	1.718100796	2.267840097
AGAP002078	2R	1.853006164	2.87264464	1.402112863	0.265001572
AGAP002079	2R	-3.729106801	-1.73036319	0.36948058	3.106090172
AGAP002080	2R	-1.447346515	2.654149498	0.032123503	-3.024141945
AGAP002081	2R	-6.858882091	-1.149242922	4.393919705	-5.215574024
AGAP002082	2R	1.267142124	-2.001158432	-6.243635632	1.258066688
AGAP002083	2R	4.0188163	6.658978933	4.804386918	-0.06353841
AGAP002084	2R	3.004185675	4.947549802	2.958954326	1.778993621
AGAP002085	2R	0.586107326	1.664431964	2.797263835	-1.561991178
AGAP002086	2R	3.193714252	0.774083551	1.159381013	-4.867825453
AGAP002087	2R	-0.027218103	-0.460497507	0.56297593	0.444998
AGAP002088	2R	-5.236290919	1.66940838	-3.122277153	1.955176558
AGAP002089	2R	3.27293982	5.657415261	4.569759873	0.132684002
AGAP002090	2R	3.670718686	8.046928873	7.164556464	5.031088093
AGAP002091	2R	4.28718069	7.446325401	7.720004992	-5.483313734
AGAP002092	2R	1.325212312	1.314133178	0.505656159	-1.380589409
AGAP002093	2R	-6.223543631	-3.911227962	-4.765464323	6.076072609
AGAP002094	2R	3.990519464	0.275978889	0.317369188	-4.116628086
AGAP002095	2R	-1.625835153	-1.105677781	-1.024665257	0.533057466
AGAP002097	2R	2.946580496	6.764295231	-2.188592107	1.045766653
AGAP002098	2R	2.012504358	0.296728257	-0.748520784	-4.5986029
AGAP002099	2R	0.973256624	-1.226903821	2.705090635	-1.248970826
AGAP002100	2R	2.571553712	7.356081291	6.585988017	0.576736351
AGAP002101	2R	1.365279695	5.652956878	7.354673757	3.36222321
AGAP002102	2R	0.961127429	5.316666293	4.470215348	-3.282267218
AGAP002104	2R	-2.971863929	7.841739698	1.626365857	7.011456182
AGAP002105	2R	4.091589426	4.299040883	3.708640541	2.200066871
AGAP002106	2R	4.572709198	7.60900662	5.27260559	-3.157656052
AGAP002107	2R	-3.969710726	2.0901645	-2.379851202	2.526406612
AGAP002108	2R	0.328609739	2.868595101	2.188377533	-1.360891999
AGAP002109	2R	0.951756037	2.30635428	-0.567311733	-0.644964868
AGAP002110	2R	7.970505404	-3.265425838	-2.834270049	2.033695969
AGAP002111	2R	4.643433133	4.168406259	-1.517374752	-5.076312371
AGAP002112	2R	-5.249720032	-2.272790669	0.865182493	4.05098568
AGAP002113	2R	-0.663162786	2.850731526	1.363337193	-2.437705988
AGAP002114	2R	0.749732419	6.619853902	6.411380241	0.396791443
AGAP002115	2R	-0.595554988	-2.876941263	-1.812441511	-2.931575575
AGAP002117	2R	-2.036144019	5.961414214	2.944421059	-4.972857329
AGAP002118	2R	9.579988272	0.814955923	1.658621823	-3.607977405
AGAP002119	2R	4.159278239	9.126783222	5.180816242	-1.974899414
AGAP002120	2R	-5.523296486	0.327810435	0.308203907	3.991479233
AGAP002121	2R	2.326145954	-0.423907697	1.650543829	0.560895798
AGAP002122	2R	0.449431047	1.506551204	1.584163462	-1.103863681
AGAP002123	2R	-2.532411595	-2.509123787	1.814523878	2.815450906
AGAP002124	2R	-5.57613549	-0.454627009	-2.388090879	3.781210428
AGAP002125	2R	2.81032742	-2.14376603	0.323179563	-4.923687823
AGAP002126	2R	9.839454755	0.815539663	4.148211435	2.853600825
AGAP002127	2R	5.85817032	2.889096215	3.148075744	-3.94890098
AGAP002128	2R	-6.462331841	-0.730793904	-0.533614445	4.406523731
AGAP002129	2R	3.8261166	8.331653001	1.692811303	-4.206329036
AGAP002130	2R	7.811711373	0.778144386	2.255425504	-0.664661552
AGAP002131	2R	4.217344982	9.201048142	-4.402337591	-4.735108972
AGAP002132	2R	10.84334534	0.800815499	3.94921231	-4.871155847
AGAP002133	2R	4.122691461	8.971932206	-0.643382138	-3.846236364
AGAP002134	2R	-7.849286377	-4.364479897	-0.473448793	6.842994453
AGAP002135	2R	3.709589115	8.025769311	2.298251716	-1.9391219
AGAP002136	2R	-1.879810816	1.931760805	4.073253543	-4.56170332
AGAP002137	2R	1.908674399	4.08145063	4.482170384	-0.462695026
AGAP002138	2R	3.828357944	2.326676124	4.476065378	0.541433377
AGAP002139	2R	-6.512872018	0.536239007	-2.215475873	4.880043353
AGAP002140	2R	-2.247754746	0.905179512	-0.433187661	-1.907828848
AGAP002141	2R	-0.746482892	4.028667358	1.774472822	-3.788890281
AGAP002142	2R	-6.615529837	0.275035713	-2.550044005	4.806185913
AGAP002143	2R	-5.25811998	-1.289899197	6.471125596	-1.346700097
AGAP002144	2R	-6.274385285	0.257188731	-2.202782105	4.625573326
AGAP002145	2R	-3.011327811	-3.104424079	-0.926908435	-4.820950666
AGAP002146	2R	-0.480693983	2.425950338	2.021400783	-3.142809164
AGAP002147	2R	-6.45987618	0.237538833	-2.437827138	4.914996812
AGAP002149	2R	4.306096484	9.240142349	5.348122475	-1.420800588
AGAP002150	2R	-2.355704112	3.649268897	1.13477991	-4.971962982
AGAP002151	2R	0.798912485	3.128310028	2.760464797	-1.009040976
AGAP002152	2R	8.69203959	0.935417412	4.305767433	-0.500762573
AGAP002153	2R	-3.012027362	-2.943091135	-2.472645055	-6.045943746
AGAP002154	2R	1.988838428	5.918394277	4.941334215	-2.487445826
AGAP002155	2R	-4.92242738	-1.1371705	1.049510728	-3.557374119
AGAP002156	2R	2.496151645	-2.832928879	6.606522194	2.959318436
AGAP002159	2R	-2.74744216	2.791906875	6.490653026	4.299017818
